customer_id,avg_spend,visit_count,membership_month,age_group,membership_type,revisit
257,5688.0,8.0,16.0,30대,실버,재방문
258,13228.0,7.0,20.0,50대이상,실버,재방문
259,8613.0,6.0,12.0,40대,일반,재방문
260,3576.0,9.0,8.0,40대,실버,재방문
261,13321.0,8.0,7.0,20대,골드,재방문
262,5229.0,0.0,15.0,50대이상,골드,비재방문
263,8898.0,3.0,12.0,30대,실버,비재방문
264,6123.0,5.0,13.0,30대,골드,재방문
265,5987.0,5.0,12.0,20대,실버,재방문
266,6989.0,6.0,17.0,40대,실버,재방문
267,9349.0,5.0,0.0,30대,실버,재방문
268,7187.0,2.0,12.0,,일반,재방문
269,7412.0,7.0,18.0,30대,일반,재방문
270,8140.0,8.0,16.0,30대,실버,재방문
271,7352.0,7.0,0.0,20대,실버,재방문
272,7329.0,2.0,5.0,40대,실버,비재방문
273,11362.0,-0.0,8.0,50대이상,실버,재방문
274,11475.0,9.0,8.0,30대,일반,재방문
275,5375.0,5.0,13.0,30대,일반,재방문
276,14891.0,2.0,0.0,30대,일반,재방문
277,7072.0,4.0,17.0,20대,일반,재방문
278,8798.0,6.0,9.0,40대,실버,재방문
279,8439.0,5.0,11.0,20대,골드,재방문
280,6876.0,5.0,22.0,30대,실버,재방문
281,11236.0,3.0,10.0,40대,골드,재방문
282,7422.0,3.0,7.0,20대,일반,재방문
283,6150.0,3.0,11.0,50대이상,일반,재방문
284,7074.0,5.0,6.0,20대,일반,재방문
285,2027.0,4.0,23.0,30대,골드,재방문
286,11793.0,7.0,11.0,30대,일반,재방문
287,8230.0,5.0,11.0,30대,실버,재방문
288,9102.0,3.0,4.0,30대,일반,비재방문
289,10255.0,6.0,9.0,30대,실버,재방문
290,7769.0,9.0,11.0,20대,일반,재방문
291,7285.0,6.0,14.0,40대,일반,재방문
292,7181.0,5.0,6.0,30대,일반,재방문
293,6350.0,9.0,9.0,30대,일반,재방문
294,9630.0,6.0,11.0,40대,골드,재방문
295,13673.0,7.0,15.0,20대,일반,재방문
296,9988.0,8.0,7.0,30대,골드,재방문
297,7149.0,5.0,14.0,30대,실버,재방문
298,7641.0,7.0,18.0,30대,실버,재방문
299,6707.0,5.0,9.0,20대,일반,재방문
300,5810.0,4.0,12.0,30대,실버,재방문
301,8527.0,5.0,16.0,30대,골드,재방문
302,6644.0,4.0,6.0,40대,일반,재방문
303,5728.0,2.0,6.0,30대,실버,재방문
304,8299.0,9.0,6.0,40대,일반,재방문
305,8872.0,4.0,8.0,30대,일반,재방문
306,2964.0,7.0,12.0,30대,실버,재방문
307,6711.0,1.0,4.0,50대이상,일반,비재방문
308,6253.0,8.0,3.0,30대,일반,재방문
309,9676.0,5.0,11.0,30대,실버,재방문
310,12112.0,5.0,14.0,20대,골드,재방문
311,10546.0,4.0,11.0,,골드,재방문
312,4904.0,7.0,22.0,20대,일반,재방문
313,7409.0,1.0,11.0,20대,일반,재방문
314,6610.0,5.0,5.0,30대,실버,재방문
315,6731.0,4.0,17.0,30대,골드,재방문
316,10155.0,6.0,19.0,50대이상,일반,재방문
317,8813.0,7.0,8.0,40대,일반,재방문
318,9775.0,8.0,8.0,,골드,비재방문
319,9044.0,8.0,7.0,40대,골드,재방문
320,11130.0,4.0,9.0,30대,골드,재방문
321,9698.0,0.0,13.0,40대,일반,재방문
322,9711.0,7.0,0.0,30대,실버,재방문
323,6868.0,4.0,4.0,30대,골드,재방문
324,5817.0,5.0,7.0,20대,실버,재방문
325,6046.0,5.0,16.0,40대,일반,재방문
326,6074.0,2.0,11.0,40대,일반,재방문
327,5278.0,7.0,20.0,20대,실버,재방문
328,8775.0,7.0,13.0,20대,일반,재방문
329,10257.0,5.0,16.0,20대,골드,재방문
330,10256.0,1.0,17.0,30대,골드,재방문
331,7676.0,8.0,9.0,40대,골드,재방문
332,8516.0,9.0,15.0,40대,실버,재방문
333,5298.0,3.0,18.0,20대,골드,재방문
334,6045.0,1.0,3.0,50대이상,골드,재방문
335,7991.0,3.0,11.0,30대,실버,재방문
336,13052.0,5.0,7.0,20대,골드,재방문
337,8872.0,8.0,1.0,20대,실버,재방문
338,7103.0,7.0,6.0,40대,실버,재방문
339,5786.0,5.0,5.0,20대,일반,재방문
340,8973.0,9.0,18.0,30대,골드,재방문
341,7363.0,1.0,10.0,40대,일반,재방문
342,10691.0,12.0,3.0,20대,실버,재방문
343,9391.0,8.0,10.0,30대,일반,재방문
344,7161.0,5.0,-0.0,30대,실버,재방문
345,10791.0,8.0,6.0,50대이상,실버,재방문
346,5630.0,8.0,6.0,50대이상,골드,재방문
347,4978.0,6.0,12.0,20대,실버,재방문
348,8013.0,5.0,20.0,40대,일반,재방문
349,4280.0,8.0,3.0,20대,일반,재방문
350,8874.0,6.0,8.0,50대이상,일반,재방문
351,11957.0,3.0,10.0,30대,골드,재방문
352,5163.0,4.0,0.0,40대,일반,재방문
353,9016.0,5.0,8.0,40대,일반,재방문
354,5414.0,2.0,9.0,20대,일반,재방문
355,5708.0,5.0,7.0,20대,실버,재방문
356,4548.0,7.0,10.0,,실버,재방문
357,8617.0,7.0,11.0,30대,실버,재방문
358,7302.0,2.0,5.0,20대,일반,재방문
359,9602.0,7.0,3.0,30대,골드,재방문
360,8249.0,6.0,14.0,40대,일반,재방문
361,7810.0,7.0,13.0,40대,실버,재방문
362,9074.0,1.0,4.0,20대,실버,비재방문
363,8636.0,-0.0,18.0,30대,골드,재방문
364,4453.0,4.0,9.0,40대,골드,재방문
365,7487.0,6.0,8.0,20대,일반,재방문
366,4678.0,5.0,27.0,20대,일반,재방문
367,13502.0,0.0,9.0,20대,일반,비재방문
368,7696.0,7.0,14.0,20대,실버,재방문
369,8863.0,8.0,8.0,50대이상,실버,재방문
370,9023.0,8.0,20.0,20대,실버,재방문
371,2737.0,12.0,0.0,50대이상,일반,재방문
372,11009.0,5.0,17.0,,골드,재방문
373,6740.0,9.0,10.0,20대,일반,재방문
374,11301.0,4.0,14.0,40대,일반,재방문
375,4198.0,3.0,16.0,20대,실버,비재방문
376,6207.0,3.0,13.0,20대,일반,비재방문
377,6214.0,6.0,3.0,30대,골드,재방문
378,12969.0,4.0,6.0,20대,일반,재방문
379,6406.0,7.0,16.0,20대,일반,재방문
380,11187.0,9.0,19.0,40대,실버,재방문
381,8835.0,4.0,9.0,20대,일반,재방문
382,11552.0,6.0,8.0,30대,실버,재방문
383,9154.0,3.0,8.0,20대,실버,재방문
384,10443.0,7.0,15.0,40대,실버,재방문
385,6342.0,3.0,11.0,50대이상,일반,재방문
386,7875.0,6.0,9.0,30대,일반,재방문
387,8305.0,5.0,12.0,50대이상,일반,재방문
388,9541.0,4.0,7.0,30대,실버,재방문
389,8235.0,4.0,6.0,20대,실버,재방문
390,9976.0,6.0,7.0,30대,일반,재방문
391,9418.0,5.0,9.0,20대,골드,비재방문
392,8370.0,3.0,10.0,30대,일반,재방문
393,8111.0,4.0,5.0,30대,일반,재방문
394,5881.0,6.0,14.0,30대,일반,재방문
395,6755.0,-0.0,7.0,40대,실버,재방문
396,10699.0,2.0,11.0,40대,일반,재방문
397,7644.0,2.0,10.0,40대,실버,재방문
398,11002.0,6.0,13.0,20대,골드,재방문
399,4087.0,1.0,27.0,30대,골드,재방문
400,8523.0,6.0,13.0,40대,실버,재방문
401,7534.0,7.0,15.0,20대,실버,재방문
402,6867.0,2.0,11.0,20대,골드,재방문
403,4161.0,6.0,9.0,30대,실버,재방문
404,7092.0,7.0,5.0,30대,일반,재방문
405,5603.0,4.0,0.0,40대,일반,재방문
406,7488.0,5.0,9.0,30대,일반,재방문
407,7714.0,5.0,12.0,30대,실버,재방문
408,8725.0,5.0,14.0,30대,일반,재방문
409,3137.0,4.0,4.0,30대,실버,재방문
410,7880.0,7.0,24.0,30대,실버,비재방문
411,7034.0,-0.0,11.0,30대,골드,재방문
412,9535.0,8.0,7.0,50대이상,일반,재방문
413,6639.0,6.0,8.0,30대,실버,재방문
414,6408.0,5.0,6.0,20대,일반,비재방문
415,10887.0,8.0,3.0,30대,일반,재방문
416,9052.0,3.0,4.0,40대,골드,재방문
417,4093.0,2.0,14.0,20대,일반,재방문
418,8316.0,5.0,11.0,30대,일반,재방문
419,6444.0,6.0,13.0,30대,일반,재방문
420,5349.0,5.0,11.0,30대,일반,재방문
421,6602.0,5.0,13.0,30대,골드,재방문
422,4254.0,4.0,9.0,40대,골드,비재방문
423,6624.0,8.0,0.0,30대,골드,재방문
424,9189.0,1.0,15.0,20대,일반,재방문
425,9321.0,3.0,7.0,50대이상,실버,재방문
426,4854.0,7.0,0.0,50대이상,일반,재방문
427,13072.0,6.0,11.0,30대,골드,재방문
428,6549.0,7.0,9.0,20대,일반,재방문
429,5267.0,10.0,16.0,40대,골드,재방문
430,9447.0,2.0,2.0,20대,일반,재방문
431,10650.0,1.0,15.0,50대이상,실버,재방문
432,7473.0,0.0,2.0,30대,일반,재방문
433,5558.0,6.0,5.0,30대,실버,재방문
434,4276.0,6.0,2.0,20대,일반,재방문
435,7602.0,4.0,14.0,20대,실버,재방문
436,4374.0,5.0,0.0,20대,실버,재방문
437,8133.0,5.0,4.0,40대,실버,재방문
438,8814.0,7.0,3.0,20대,일반,재방문
439,9599.0,4.0,3.0,30대,실버,재방문
440,5542.0,3.0,10.0,20대,일반,재방문
441,10634.0,7.0,16.0,50대이상,일반,재방문
442,6810.0,10.0,19.0,20대,골드,재방문
443,5859.0,9.0,12.0,40대,실버,재방문
444,4854.0,2.0,2.0,30대,실버,재방문
445,8547.0,6.0,9.0,30대,일반,재방문
446,10009.0,6.0,6.0,30대,일반,재방문
447,4272.0,6.0,7.0,30대,골드,재방문
448,11511.0,5.0,11.0,20대,일반,비재방문
449,6697.0,1.0,-0.0,20대,실버,재방문
450,10275.0,6.0,8.0,40대,실버,재방문
451,9269.0,3.0,19.0,40대,일반,재방문
452,7170.0,6.0,17.0,50대이상,일반,재방문
453,11995.0,1.0,6.0,30대,실버,재방문
454,8755.0,1.0,10.0,30대,일반,재방문
455,7404.0,2.0,10.0,30대,일반,재방문
456,6042.0,4.0,12.0,20대,골드,재방문
457,8869.0,3.0,11.0,20대,실버,재방문
458,8917.0,5.0,6.0,30대,일반,재방문
459,9873.0,3.0,19.0,30대,골드,재방문
460,7523.0,7.0,13.0,40대,실버,재방문
461,8072.0,5.0,4.0,30대,일반,재방문
462,10927.0,5.0,10.0,30대,일반,재방문
463,7107.0,6.0,20.0,50대이상,일반,재방문
464,8102.0,3.0,13.0,30대,일반,재방문
465,4682.0,9.0,19.0,20대,실버,재방문
466,9848.0,4.0,13.0,30대,일반,재방문
467,10341.0,4.0,7.0,,실버,재방문
468,10222.0,9.0,10.0,30대,일반,재방문
469,7830.0,0.0,11.0,50대이상,일반,재방문
470,5244.0,6.0,5.0,50대이상,일반,재방문
471,4605.0,1.0,8.0,30대,실버,재방문
472,9905.0,2.0,12.0,30대,일반,재방문
473,9059.0,3.0,20.0,40대,일반,재방문
474,11952.0,5.0,3.0,20대,일반,재방문
475,12019.0,4.0,6.0,20대,골드,재방문
476,6791.0,1.0,13.0,20대,실버,재방문
477,6410.0,8.0,13.0,30대,일반,비재방문
478,5751.0,10.0,7.0,40대,골드,재방문
479,11341.0,8.0,6.0,30대,일반,재방문
480,11750.0,8.0,0.0,20대,일반,재방문
481,9254.0,6.0,2.0,,일반,재방문
482,10888.0,6.0,21.0,30대,골드,재방문
483,6693.0,6.0,11.0,20대,실버,재방문
484,10671.0,3.0,25.0,50대이상,일반,재방문
485,10177.0,4.0,7.0,30대,실버,재방문
486,2439.0,9.0,8.0,40대,골드,재방문
487,9394.0,5.0,7.0,20대,일반,재방문
488,9300.0,2.0,3.0,40대,실버,재방문
489,7248.0,0.0,15.0,50대이상,골드,재방문
490,11309.0,4.0,4.0,20대,일반,재방문
491,6706.0,2.0,13.0,50대이상,일반,재방문
492,4605.0,6.0,11.0,40대,골드,비재방문
493,11993.0,6.0,12.0,30대,실버,재방문
494,7409.0,6.0,7.0,40대,일반,재방문
495,9199.0,6.0,16.0,20대,실버,재방문
496,11351.0,4.0,20.0,20대,실버,재방문
497,10545.0,8.0,19.0,40대,일반,재방문
498,9959.0,6.0,2.0,30대,골드,재방문
499,10347.0,3.0,1.0,20대,일반,재방문
500,7628.0,9.0,11.0,30대,실버,재방문
501,7358.0,3.0,12.0,30대,일반,재방문
502,4600.0,4.0,14.0,20대,일반,재방문
503,10765.0,2.0,5.0,20대,실버,재방문
504,9848.0,3.0,5.0,50대이상,골드,재방문
505,10042.0,9.0,24.0,30대,일반,재방문
506,5329.0,2.0,10.0,20대,일반,비재방문
507,9467.0,4.0,12.0,30대,실버,재방문
508,4274.0,5.0,0.0,40대,실버,재방문
509,8671.0,4.0,15.0,40대,실버,재방문
510,8158.0,4.0,15.0,30대,일반,재방문
511,6206.0,-0.0,10.0,30대,실버,재방문
512,6395.0,7.0,8.0,40대,일반,비재방문
513,5491.0,11.0,9.0,20대,실버,재방문
514,13593.0,9.0,4.0,40대,일반,재방문
515,7771.0,7.0,20.0,30대,골드,재방문
516,9525.0,3.0,15.0,30대,골드,재방문
517,8226.0,6.0,17.0,20대,실버,재방문
518,12786.0,6.0,7.0,30대,일반,재방문
519,1407.0,7.0,9.0,40대,골드,재방문
520,8806.0,6.0,10.0,20대,일반,재방문
521,5453.0,9.0,12.0,20대,골드,재방문
522,10351.0,-0.0,20.0,40대,일반,재방문
523,9544.0,8.0,15.0,50대이상,일반,재방문
524,11139.0,4.0,13.0,30대,실버,재방문
525,9345.0,6.0,1.0,30대,일반,재방문
526,8734.0,6.0,0.0,20대,골드,재방문
527,11296.0,6.0,8.0,30대,일반,재방문
528,6058.0,2.0,7.0,50대이상,실버,재방문
529,9047.0,7.0,10.0,30대,일반,재방문
530,9849.0,4.0,4.0,,일반,재방문
531,9038.0,0.0,1.0,30대,일반,재방문
532,7070.0,6.0,24.0,30대,실버,재방문
533,3316.0,5.0,-0.0,50대이상,실버,재방문
534,6710.0,6.0,17.0,50대이상,일반,재방문
535,4051.0,3.0,4.0,30대,일반,재방문
536,2313.0,8.0,8.0,20대,일반,재방문
537,10466.0,7.0,9.0,30대,골드,재방문
538,5886.0,2.0,0.0,50대이상,일반,비재방문
539,9616.0,3.0,13.0,30대,실버,재방문
540,8231.0,5.0,21.0,40대,일반,재방문
541,9641.0,6.0,12.0,30대,일반,재방문
542,8046.0,6.0,1.0,30대,골드,재방문
543,5283.0,8.0,8.0,50대이상,골드,재방문
544,4658.0,4.0,12.0,20대,골드,재방문
545,9902.0,9.0,21.0,30대,골드,재방문
546,5823.0,4.0,16.0,20대,일반,비재방문
547,7806.0,9.0,5.0,30대,골드,재방문
548,7543.0,5.0,0.0,50대이상,일반,재방문
549,13256.0,6.0,3.0,50대이상,일반,재방문
550,7652.0,2.0,7.0,20대,일반,재방문
